id,healthCenterId,name,contractId,typeId,type,address,hasOnlineRecommendation,hasRecommendation,provinceName,cityName,latitude,longitude,distance,duration,specialty,URL,type_name
101413,155557,مرکز اپتومتری  و عینک سازی دیدار-همدان,1062873,1000083,عینک سازی,همدان -آرامگاه بوعلي سينا -ابتداي کولانج از سمت بانک سپه -مجتمع سينا-طبقه همکف,True,True,استان همدان,همدان,34.7923276729,48.5131377321,,,,https://iranassistance.com/medical-centers/101413,عینک سازی
101478,159056,عینک سازی چشمک-قائم شهر,1062913,1000083,عینک سازی,استان مازندران-قائم شهر-خيابان کارگر-خيابان شهيد مدرس-خيابان ياس 4(رازي)-طبقه همکف,True,True,استان مازندران,قائم  شهر,36.4652604956,52.8628715476,,,,https://iranassistance.com/medical-centers/101478,عینک سازی
101479,146256,عینک سازی حمید (اصفهان),1062968,1000083,عینک سازی,اصفهان- زرين شهر-خيابان با هنر-جنب پيتزا ايروني,True,True,استان اصفهان,زرين شهر,32.391115,51.373602,,,,https://iranassistance.com/medical-centers/101479,عینک سازی
101480,146258,عینک سازی نیکان (اصفهان),1062969,1000083,عینک سازی,اصفهان -فولادشهر-محله B4-بلوار مطهري -ساختمان کوشا-پلاک 3,True,True,استان اصفهان,فولادشهر,32.653383,51.666693,,,,https://iranassistance.com/medical-centers/101480,عینک سازی
101481,148288,عينک سازی هرمس-اصفهان,1062970,1000083,عینک سازی,اصفهان - خيابان مدرس - بعد از بيمارستان فيض - جنب کوچه 34,True,True,استان اصفهان,اصفهان,32.6784170154,51.6867012734,,,,https://iranassistance.com/medical-centers/101481,عینک سازی
101482,157587,عینک سازی پرتو فیض- اصفهان,1062971,1000083,عینک سازی,اصفهان-ميدان قدس-خيابان علامه مجلسي-جنب داروخانه جالينوس و کفش عالي-طبقه همکف,True,True,استان اصفهان,اصفهان,32.677640978,51.6876809283,,,,https://iranassistance.com/medical-centers/101482,عینک سازی
101485,147073,داروخانه دکتر اعتماد-بابل,1063017,1000105,داروخانه,مازندران - بابل-  جنب بيمارستان روحاني -خيابان آبياري,True,True,استان مازندران,بابل,36.52846,52.680192,,,,https://iranassistance.com/medical-centers/101485,داروخانه
101486,153404,داروخانه دکتر موسوی-بابل,1063018,1000105,داروخانه,مازندران-بابل-جاده شهيد صالحي - ميدان امام حسين,True,True,استان مازندران,بابل,36.5252785448,52.6651073121,,,,https://iranassistance.com/medical-centers/101486,داروخانه
101487,156872,داروخانه شبانه روزی دکتر علیمحمدی-ساری,1063019,1000105,داروخانه,مازندران-ساري-بلوار خزر-نرسيده به مجتمع پزشکي باغبان(طوبي),True,True,استان مازندران,ساري,36.582116307,53.0619662803,,,,https://iranassistance.com/medical-centers/101487,داروخانه
101538,159299,داروخانه دکتر زاهدی نیا-بیرجند,1063093,1000105,داروخانه,خراسان جنوبي-بيرجند-خيابان غفاري-روبروي غفاري3,True,True,استان خراسان جنوبی,بيرجند,32.869472504,59.2330497828,,,,https://iranassistance.com/medical-centers/101538,داروخانه
101559,155588,داروخانه شبانه روزی دکتر افشار-شیراز,1063120,1000105,داروخانه,فارس -شيراز -شهرک بهارستان -ميدان قهرمانان -درمانگاه آسمان,True,True,استان فارس,شيراز,29.5669544262,52.502507756,,,,https://iranassistance.com/medical-centers/101559,داروخانه
101578,159377,داروخانه دکتر آقایی-مرودشت,1063151,1000105,داروخانه,فارس-مرودشت-کوچه سوپر گوشت-روبروي درمانگاه حافظ,True,True,استان فارس,مرودشت,29.8784333255,52.8057132797,,,,https://iranassistance.com/medical-centers/101578,داروخانه
101592,156655,عینک سازی آیکان-شیراز,1063177,1000083,عینک سازی,فارس-شيراز-نبش چهارراه خلدبرين-مجتمع نمادين-بلوک B-طبقه اول -واحد 112,True,True,استان فارس,شيراز,29.6213108511,52.5151551618,,,,https://iranassistance.com/medical-centers/101592,عینک سازی
101612,159461,داروخانه دکترسجادجهانگردیکتا-ایلام,1063208,1000105,داروخانه,استان ايلام-خيابان آيت الله حيدري-خيابان نهضت سواد آموزي-مجتمع پزشکي آسيا-طبقه همکف,True,True,استان ايلام,ايلام,33.6359686217,46.4211971265,,,,https://iranassistance.com/medical-centers/101612,داروخانه
111631,154645,عینک سازی آیریس-ساری,1063247,1000083,عینک سازی,مازندران-ساري-خيابان قارن-بين قارن 10و12-روبروي بانک ملت-ساختمان شهناسي-طبقه زيرزمين-واحد1,True,True,استان مازندران,ساري,36.5640436516,53.061984435,,,,https://iranassistance.com/medical-centers/111631,عینک سازی
111635,159556,دنداپزشکی دکتر الهام بکیان دوگاهه-ایلام,1063270,1000109,دندان پزشکی,ايلام-بلوار سيدالشهدا-کوچه متحدي-ساختمان مهر -پلاک41,True,True,استان ايلام,ايلام,33.6288804218,46.4288517699,,,,https://iranassistance.com/medical-centers/111635,دندان پزشکی
111653,154053,بیمارستان سیدالشهداء-جهرم,1063333,1000108,بیمارستان دولتی,فارس -جهرم -بلوار استاد مطهري - خيابان دکتر عبدالرضا رحمانيان,True,True,استان فارس,جهرم,28.5035708708,53.5373170138,,,,https://iranassistance.com/medical-centers/111653,بیمارستان دولتی
111654,100620,پیمانیه جهرم فارس جهرم‌,1063334,1000108,بیمارستان دولتی,فارس -جهرم -بلوار استاد مطهري- پرديس  دانشگاه علوم پزشکي جهرم - معاونت درمان دانشگاه - اداره اقتصاد درمان,True,True,استان فارس,جهرم,28.517064,53.530095,,,,https://iranassistance.com/medical-centers/111654,بیمارستان دولتی
111656,100619,بیمارستان استاد مطهری (جهرم ),1063340,1000108,بیمارستان دولتی,فارس -جهرم - بلوار استاد مطهري- پرديس  دانشگاه علوم پزشکي جهرم - معاونت درمان دانشگاه - اداره اقتصاد درمان,True,True,استان فارس,جهرم,28.499569,53.588191,,,,https://iranassistance.com/medical-centers/111656,بیمارستان دولتی
111657,100636,32 تختخوابی خاتم الانبیاشهر خفر فارس جهرم‌,1063341,1000108,بیمارستان دولتی,فارس - جهرم - بلوار استاد مطهري - پرديس دانشگاه علوم پزشکي جهرم - معاونت درمان دانشگاه اداره اقتصاد و درمان,True,True,استان فارس,جهرم,28.512669,53.612949,,,,https://iranassistance.com/medical-centers/111657,بیمارستان دولتی
111704,159721,داروخانه شبانه روزی دکتر جعفری زاده-فیروزآباد,1063447,1000105,داروخانه,فارس-فيروزآباد-خيابان روزبه-جنب بانک صادرات,True,True,استان فارس,فيروزاباد,28.8445280416,52.5713538543,,,,https://iranassistance.com/medical-centers/111704,داروخانه
111733,155947,داروخانه شبانه روزی دکتر جوینی-اسفراین,1063290,1000105,داروخانه,خراسان شمالي-اسفراين-ميدان امام خميني-جنب مهديه,True,True,استان خراسان شمالی,اسفراين,37.0764441113,57.5103625211,,,,https://iranassistance.com/medical-centers/111733,داروخانه
111734,156172,داروخانه شبانه روزی دکتر قربانی-اسفراین,1063292,1000105,داروخانه,خراسان شمالي-اسفراين-خيابان امام خميني-نبش امام خميني 36-پلاک 85,True,True,استان خراسان شمالی,اسفراين,37.0738942784,57.5078200354,,,,https://iranassistance.com/medical-centers/111734,داروخانه
111735,156923,داروخانه شبانه روزی دکتر شه پرست-اسفراین,1063293,1000105,داروخانه,خراسان شمالي-اسفراين-خيابان امام خميني-پلاک 105,True,True,استان خراسان شمالی,اسفراين,37.0747792717,57.5084218425,,,,https://iranassistance.com/medical-centers/111735,داروخانه
111736,155943,داروخانه دکتررضایی-اسفراین,1063356,1000105,داروخانه,خراسان شمالي-اسفراين-ابتداي خيابان امام رضا-امام رضا1-پلاک 45,True,True,استان خراسان شمالی,اسفراين,37.0759138308,57.510387139,,,,https://iranassistance.com/medical-centers/111736,داروخانه
111737,156693,داروخانه دکتر بهرامی زاده-اسفراین,1063357,1000105,داروخانه,خراسان شمالي -اسفراين-ميدان امام خميني -پايين تر از بانک صادرات,True,True,استان خراسان شمالی,اسفراين,37.0760488643,57.509525777,,,,https://iranassistance.com/medical-centers/111737,داروخانه
111738,155733,داروخانه دکترایمانی مقدم-اسفراین,1063392,1000105,داروخانه,خراسان شمالي-اسفراين-ميدان امام خميني-ابتداي خيابان معلم-سمت راست,True,True,استان خراسان شمالی,اسفراين,37.0770996494,57.5087090249,,,,https://iranassistance.com/medical-centers/111738,داروخانه
111740,156667,داروخانه دکترسعیدقربانی -اسفراین,1063456,1000105,داروخانه,خراسان شمالي -اسفراين -خيابان امام خميني 32 -طبقه زيرين درمانگاه خيريه,True,True,استان خراسان شمالی,اسفراين,37.075180169,57.508145536,,,,https://iranassistance.com/medical-centers/111740,داروخانه
111742,159758,دندانپزشکی دکتر حمید صادقی گروی-بابل,1063471,1000109,دندان پزشکی,مازندران-بابل-ميدان اوقاف-معلم1-ساختمان آپادانا-طبقه دوم,True,True,استان مازندران,بابل,36.5564554349,52.6796537985,,,,https://iranassistance.com/medical-centers/111742,دندان پزشکی
111745,155519,مرکز درمان ناباروری مبنای سلامت سپاهان-اصفهان,1063509,1000103,جراحی محدود,اصفهان -شهرک سلامت -فاز يک -طبقه 4,True,True,استان اصفهان,مرکزي  اصفهان,32.6409678113,51.7013043744,,,,https://iranassistance.com/medical-centers/111745,جراحی محدود
111759,104260,کیلینیک دندانپزشکی سیب (شعبه شیراز),1063560,1000109,دندان پزشکی,فارس - شيراز-بلوار بعثت و چهار راه ملاصدرا-خيابان شهيد رضايي - روبروي درب استخر حجاب,True,True,استان فارس,شيراز,29.620532,52.512511,,,,https://iranassistance.com/medical-centers/111759,دندان پزشکی
111760,106003,کلینیک دندانپزشکی صدرا (شیراز),1063561,1000109,دندان پزشکی,فارس -شيراز-صدرا-بلوار مولانا-ساختمان فلورانس,True,True,استان فارس,شيراز,29.804222,52.493089,,,,https://iranassistance.com/medical-centers/111760,دندان پزشکی
111766,159882,داروخانه دکتر مداینی-دکتر زنجانیان-مشهد,1063588,1000105,داروخانه,خراسان رضوي - مشهد - بلوار احمد آباد - خيابان عارف - عارف 6 - پلاک 25/1 - طبقه همکف,True,True,استان خراسان رضوی,مشهد,36.2921630731,59.578696161,,,,https://iranassistance.com/medical-centers/111766,داروخانه
111775,159881,عینک سازی نیک-مشهد,1063597,1000083,عینک سازی,استان خراسان رضوي-مشهد-خيابان دانشگاه-بين چهاراه گلستان ودکترا-پلاک409-طبقه همکف 5,True,True,استان خراسان رضوی,مشهد,36.2928404742,59.590483637,,,,https://iranassistance.com/medical-centers/111775,عینک سازی
111782,100087,بیمارستان نور و حضرت علی اصغر(ع ) (بستری)-اصفهان‌,1063508,1000108,بیمارستان دولتی,اصفهان - تقاطع خيابان استانداري وهشت بهشت,True,True,استان اصفهان,اصفهان,32.652492,51.689304,,,,https://iranassistance.com/medical-centers/111782,بیمارستان دولتی
111790,105951,درمانگاه دندانپزشکی سپیده-شیراز,1063614,1000109,دندان پزشکی,شيراز - خيابان قصردشت- بعد از سه راه عفيف آباد - نبش کوچه 38 - طبقه چهارم - درمانگاه دندانپزشکي سپيده,True,True,استان فارس,شيراز,29.630831,52.508963,,,,https://iranassistance.com/medical-centers/111790,دندان پزشکی
111796,154659,داروخانه شبانه روزی دکتر گرامی-شیراز,1063618,1000105,داروخانه,استان فارس - شيراز-بلواربعثت-ميدان سنگي - نرسيده به خيابان سرباز,True,True,استان فارس,شيراز,29.6209435761,52.5062705809,,,,https://iranassistance.com/medical-centers/111796,داروخانه
111802,159940,عینک سازی ساحل-یاسوج,1063627,1000083,عینک سازی,استان کهگيلويه و بوير احمد-ياسوج -خيابان فردوسي-کوچه نجوا-طبقه زير زمين,True,True,استان کهگیلویه و بویراحمد,ياسوج,30.6676650156,51.5989658092,,,,https://iranassistance.com/medical-centers/111802,عینک سازی
111810,159937,داروخانه شبانه روزی دکتر رکنی پور-ساری,1063635,1000105,داروخانه,مازندران-ساري-خيابان امير مازندراني-روبروي بيمارستان امام خميني,True,True,استان مازندران,ساري,36.5663558351,53.0509399969,,,,https://iranassistance.com/medical-centers/111810,داروخانه
111825,102147,دندانپزشکی دکتر عبدالناصر محسنیان سی سخت-یاسوج,1063649,1000109,دندان پزشکی,کهگيلويه و بويراحمد-ياسوج - سردار جنگل شمالي - ساختمان کسري -طبقه بالاي داروخانه دکتر عسکر پور- طبقه اول,True,True,استان کهگیلویه و بویراحمد,ياسوج,30.669878332,51.5958856059,,,,https://iranassistance.com/medical-centers/111825,دندان پزشکی
111832,155679,کلینیک دندانپزشکی آرمو-شیراز,1063667,1000109,دندان پزشکی,فارس-شيراز- خيابان وکلا (همت شمالي)-نرسيده به روگذر معلم-نبش کوچه 3-ساختمان ستاوند11-ورودي اول-طبقه سوم,True,True,استان فارس,شيراز,29.641656973,52.4650858745,,,,https://iranassistance.com/medical-centers/111832,دندان پزشکی
111833,155688,داروخانه دکتررستگار-شیراز,1063668,1000105,داروخانه,فارس-شيراز-بلوارزند-روبروي بيمارستان شهيدفقيهي-نبش کوچه41-مرکزپزشکي شهر-طبقه اول,True,True,استان فارس,شيراز,29.6269461991,52.529166869,,,,https://iranassistance.com/medical-centers/111833,داروخانه
111837,105976,کلینیک دندانپزشکی ایران-شیراز,1063671,1000109,دندان پزشکی,فارس-شيراز - خيابان بعثت-ابتداي سراباز-روبه روي پادگان,True,True,استان فارس,شيراز,29.620491,52.506385,,,,https://iranassistance.com/medical-centers/111837,دندان پزشکی
111840,160001,دندانپزشکی دکترسیدسامان تقوی-دهدشت,1063674,1000109,دندان پزشکی,کهگيلويه و بويراحمد-دهدشت-خيابان سپاه-چهارراه فردوسي -نبش فردوسي جنوبي,True,True,استان کهگیلویه و بویراحمد,دهدشت,30.8023956092,50.5677577253,,,,https://iranassistance.com/medical-centers/111840,دندان پزشکی
111849,154670,کلینیک تخصصی دندانپزشکی نیایش -شیراز,1063707,1000109,دندان پزشکی,فارس -شيراز-پل معالي آباد -ابتداي 24 متري دينکان -سمت راست -جنب بلوار بهشت,True,True,استان فارس,شيراز,35.7829594604,51.374067916,,,,https://iranassistance.com/medical-centers/111849,دندان پزشکی
111854,156021,داروخانه رازی-اسفراین,1063713,1000105,داروخانه,خراسان شمالي-اسفراين-خيابان طالقاني -طالقاني  2-جنب بانک تجارت-پلاک18,True,True,استان خراسان شمالی,اسفراين,37.0771558781,57.5104890439,,,,https://iranassistance.com/medical-centers/111854,داروخانه
111861,160077,داروخانه دکترزهرا امینی-کازرون,1063727,1000105,داروخانه,استان فارس - کازرون - خيابان سلمان فارسي - روبروي بنگاه خير,True,True,استان فارس,کازرون,29.6192029784,51.6490474161,,,,https://iranassistance.com/medical-centers/111861,داروخانه
111887,160120,دندانپزشکی دکتر جابرسلطانی-نورآباد,1063773,1000109,دندان پزشکی,فارس-نورآبادممسني-جنب بانک ملي مرکزي -خيابان وصال -کوچه1-ساختمان پزشکي پرتو-طبقه اول,True,True,استان فارس,نوراباد,30.1117726277,51.5167268438,,,,https://iranassistance.com/medical-centers/111887,دندان پزشکی
111902,160161,داروخانه دکترصادقی فر-سلطانیه,1063796,1000105,داروخانه,زنجان-سلطانيه-شهرک کوثر-خيابان ورزش -جنب اداره برق-درمانگاه آرين شفامهر,True,True,استان زنجان,سلطانيه,36.4357887741,48.7891107074,,,,https://iranassistance.com/medical-centers/111902,داروخانه
111906,160182,درمانگاه دندانپزشکی شبانه روزی تاج-شیراز,1063809,1000109,دندان پزشکی,استان فارس-شيراز-پل معالي آباد-جنب ايستگاه مترو-ساختمان شيريني فروشي  سليقه(به سمت ميدان احسان)-جنب مخابرات شهيد دستغيب-پلاک96,True,True,استان فارس,شيراز,29.6868560206,52.4729153567,,,,https://iranassistance.com/medical-centers/111906,دندان پزشکی
111944,160279,داروخانه شبانه روزی دکتر شریفی زیارتی-شیراز,1063928,1000105,داروخانه,شيراز-بلوار رحمت-بلوار ابوذر غفاري-درمانگاه شبانه روزي بهار,True,True,استان فارس,شيراز,29.5749689807,52.5503201248,,,,https://iranassistance.com/medical-centers/111944,داروخانه
111964,160339,عینک سازی الماس-ماهشهر,1063987,1000083,عینک سازی,خوزستان- ماهشهر-خيابان منتظري-پايين تر از داروخانه دکتر رئيسي-پلاک69,True,True,استان خوزستان,ماهشهر,30.5558040732,49.1966645044,,,,https://iranassistance.com/medical-centers/111964,عینک سازی
111966,156732,درمانگاه دندانپزشکی علیرضا بذرافکن-شیراز,1063990,1000109,دندان پزشکی,فارس - شيراز-چهارراه زرگري-ساختمان ابن سينا -طبقه همکف -واحد 2,True,True,استان فارس,شيراز,29.6377297203,52.5023444437,,,,https://iranassistance.com/medical-centers/111966,دندان پزشکی
111981,160338,داروخانه دکتر مطلائی-چابهار,1063989,1000105,داروخانه,استان سيستان و بلوچستان - چابهار- خيابان تعاون- کوچه تعاون 8 - روبروي درمانگاه سيدالشهداء,True,True,استان سیستان و بلوچستان,چابهار,25.2954671549,60.6536068747,,,,https://iranassistance.com/medical-centers/111981,داروخانه
111990,156883,عینک سازی نگین-سبزوار,1064072,1000083,عینک سازی,خراسان رضوي-سبزوار-خيابان کاشفي 10 و 12-جنب بانک قوامين-پلاک 160-طبقه همکف-واحد1,True,True,استان خراسان رضوی,سبزوار,36.2097814555,57.6823729486,,,,https://iranassistance.com/medical-centers/111990,عینک سازی
112011,156875,داروخانه دکتر رحیم نژاد-مشهد,1064107,1000105,داروخانه,خراسان رضوي-مشهد-بلوار امامت-نبش امامت 31-پلاک419,True,True,استان خراسان رضوی,مشهد,36.335924015,59.5374291931,,,,https://iranassistance.com/medical-centers/112011,داروخانه
112021,105629,داروخانه دکتر طاقی-بیرجند,1064117,1000105,داروخانه,خراسان جنوبي -بيرجند-خيابان مدرس -بين مدرس9و11,True,True,استان خراسان جنوبی,بيرجند,32.868801,59.216402,,,,https://iranassistance.com/medical-centers/112021,داروخانه
112022,156796,داروخانه دکتر گلدیس جهان بین-بیرجند,1064118,1000105,داروخانه,خراسان جنوبي -بيرجند-خيابان معلم -نبش معلم 50,True,True,استان خراسان جنوبی,بيرجند,32.8479219938,59.2262929852,,,,https://iranassistance.com/medical-centers/112022,داروخانه
112028,160438,دندانپزشکی دکتر مجتبی پرنیانی کوشک-دهدشت,1064129,1000109,دندان پزشکی,استان کهگيلويه و بويراحمد - دهدشت - کوچه کميته,True,True,استان کهگیلویه و بویراحمد,دهدشت,30.7943823927,50.5640879456,,,,https://iranassistance.com/medical-centers/112028,دندان پزشکی
112034,156892,دندانپزشکی دکتر کورش زارع-فیروزآباد,1064131,1000109,دندان پزشکی,استان فارس-فيروزآباد-خيابان بروجردي-کوچه 1-جنب کانون پرورش فکري کودکان,True,True,استان فارس,فيروزاباد,28.8424693211,52.5691508806,,,,https://iranassistance.com/medical-centers/112034,دندان پزشکی
112037,156810,داروخانه دکترالهی-شیراز,1064134,1000105,داروخانه,استان فارس - شيراز- شهرک بزين- بلوار آفرينش –- روبروي پمپ گاز - نبش کوچه 29 علوي,True,True,استان فارس,شيراز,29.7386857508,52.4293771994,,,,https://iranassistance.com/medical-centers/112037,داروخانه
112038,156901,عینک سازی پارسیان-مشهد,1064135,1000083,عینک سازی,خراسان رضوي-مشهد-خيابان دانشگاه-بين چهارراه دکترا و چهارراه گلستان-پلاک 306,True,True,استان خراسان رضوی,مشهد,36.2928187561,59.5910801277,,,,https://iranassistance.com/medical-centers/112038,عینک سازی
112041,160476,عینک سازی عبائیان-شیراز,1064148,1000083,عینک سازی,فارس-شيراز-ميدان دانشجو-ساختمان ارم-طبقه همکف,True,True,استان فارس,شيراز,29.6333033509,52.5214076344,,,,https://iranassistance.com/medical-centers/112041,عینک سازی
112044,156785,عینک سازی نگاه-بیرجند,1064150,1000083,عینک سازی,خراسان جنوبي -بيرجند-خيابان طالقاني-بين طالقاني3و5,True,True,استان خراسان جنوبی,بيرجند,32.873656064,59.2138068646,,,,https://iranassistance.com/medical-centers/112044,عینک سازی
112045,156804,دندانپزشکی دکتر لیلا صیاد ملاشاهی-بیرجند,1064151,1000109,دندان پزشکی,خراسان جنوبي -بيرجند -بلوار زکرياي رازي-بعد از تقاطع پرستار-ساختمان پزشکان پارسا,True,True,استان خراسان جنوبی,بيرجند,32.8726733501,59.2113435455,,,,https://iranassistance.com/medical-centers/112045,دندان پزشکی
112046,146403,داروخانه دکتر شیروی-طبس,1064152,1000105,داروخانه,خراسان جنوبي -طبس -ميدان قدس -خيابان امام خميني (ره)-روبروي مديريت آموزش و پرورش,True,True,استان خراسان جنوبی,طبس,33.5959221568,56.9269294496,,,,https://iranassistance.com/medical-centers/112046,داروخانه
112047,156763,داروخانه دکتر صفرزاده-طبس,1064153,1000105,داروخانه,خراسان جنوبي-شهرستان طبس-ميدان معلم-بلوار شهداي گمنام-پلاک 19-طبقه همکف,True,True,استان خراسان جنوبی,طبس,33.6060867942,56.9558291256,,,,https://iranassistance.com/medical-centers/112047,داروخانه
112059,156887,عینک سازی پریا-مشهد,1064176,1000083,عینک سازی,خراسان رضوي-مشهد-ميدان حجاب-مجتمع پزشکان غرب-طبقه اول-واحد 17,True,True,استان خراسان رضوی,مشهد,36.3707853231,59.5141670959,,,,https://iranassistance.com/medical-centers/112059,عینک سازی
112068,160521,عینک سازی حکیم-قم,1064195,1000083,عینک سازی,قم-ميدان سعيدي-خيابان امام زاده ابراهيم-بلوار نيروي هوايي-بين کوچه 49و51-جنب درمانگاه حضرت ابوالفضل(ع)-پلاک975,True,True,استان قم,قم,34.6580750564,50.8577382543,,,,https://iranassistance.com/medical-centers/112068,عینک سازی
112069,160523,دندانپزشکی دکترمریم سادات مهدوی-بیرجند,1064196,1000109,دندان پزشکی,خراسان جنوبي-بيرجند-ميدان توحيد-ساختمان پزشکان صدرا-طبقه فوقاني داروخانه دکتر اربابي -طبقه اول -واحد 2,True,True,استان خراسان جنوبی,بيرجند,32.86338751,59.2130639056,,,,https://iranassistance.com/medical-centers/112069,دندان پزشکی
112095,156924,داروخانه دکتر مهران-مشهد,1064231,1000105,داروخانه,خراسان رضوي -مشهد-روبه روي پيروزي 34-پلاک 175,True,True,استان خراسان رضوی,مشهد,36.3077744607,59.5081148909,,,,https://iranassistance.com/medical-centers/112095,داروخانه
112112,156842,داروخانه دکتر عزیزی-ایلام,1064256,1000105,داروخانه,ايلام-چهارراه مادر(داروخانه مادر سابق),True,True,استان ايلام,ايلام,33.6268554109,46.4092446836,,,,https://iranassistance.com/medical-centers/112112,داروخانه
112119,104180,دندانپزشکی دکترمیثم امیری مقدم-عسلویه,1064187,1000109,دندان پزشکی,بوشهر-عسلويه -خيابان مسجد جامع-ابتداي کوچه آل طاها,True,True,استان بوشهر,عسلويه,27.4746880843,52.6064014166,,,,https://iranassistance.com/medical-centers/112119,دندان پزشکی
112120,155959,دندانپزشکی دکترفرزانه پارسایی-عسلویه,1064211,1000109,دندان پزشکی,بوشهر-شهرستان عسلويه-خيابان بيمارستان(بلوار امام خميني),True,True,استان بوشهر,عسلويه,27.4755000582,52.6077710184,,,,https://iranassistance.com/medical-centers/112120,دندان پزشکی
112132,160677,عینک سازی درمانگاه حکیم-شیراز,1064290,1000083,عینک سازی,استان فارس-شيراز-فرهنگشهر-نبش کوچه19-درمانگاه حکيم,True,True,استان فارس,شيراز,29.6433414694,52.4589657159,,,,https://iranassistance.com/medical-centers/112132,عینک سازی
112144,100100,بیمارستان الزهرا(س) -  اصفهان,1064312,1000108,بیمارستان دولتی,اصفهان-سه راه حکيم نظامي - بلوار صفه,True,True,استان اصفهان,اصفهان,32.6091144297,51.6528483504,,,,https://iranassistance.com/medical-centers/112144,بیمارستان دولتی
112183,105879,داروخانه دکترشمشیرگران-بیرجند,1064396,1000105,داروخانه,خراسان جنوبي - بيرجند - خيابان مدرس -بين مدرس 19و17-جنب بانک ايران زمين,True,True,استان خراسان جنوبی,بيرجند,32.866370922,59.2165709772,,,,https://iranassistance.com/medical-centers/112183,داروخانه
112189,160816,درمانگاه دندانپزشکی سوفیا-یزد,1064412,1000109,دندان پزشکی,يزد-خيابان منتظر فرج-نبش خيابان ملاصدرا-ملاصدرا29-پلاک97-طبقه2,True,True,استان يزد,يزد,31.8476458325,54.3726937881,,,,https://iranassistance.com/medical-centers/112189,دندان پزشکی
112193,160820,عینک سازی فانوس-شیراز,1064411,1000083,عینک سازی,فارس-شيراز-خيابان 20متري سينما سعدي(هفت تير)-بين چهارراه هدايت و معدل-ساختمان فانوس-پلاک64-طبقه همکف-واحد 1,True,True,استان فارس,شيراز,29.6246909404,52.5245890018,,,,https://iranassistance.com/medical-centers/112193,عینک سازی
112221,157025,درمانگاه  دندانپزشکی شبانه روزی دادمهر-شیراز,1064463,1000109,دندان پزشکی,فارس-شيراز-بلوارپرستار-کوي وحدت 3-پلاک 208,True,True,استان فارس,شيراز,29.6861912842,52.4484032374,,,,https://iranassistance.com/medical-centers/112221,دندان پزشکی
112228,156815,داروخانه شبانه روزی دکتر سعیدی-کنگان,1064468,1000105,داروخانه,بوشهر-بندر کنگان-بلوار امام خميني-سرنبش خيابان 17 شهريور-روبروي مرکز خريد پاندا-جنب صبا باتري,True,True,استان بوشهر,کنگان,27.8423306707,52.055126981,,,,https://iranassistance.com/medical-centers/112228,داروخانه
112257,103007,داروخانه شبانه روزی دکتر غلامزاده-ياسوج,1064495,1000105,داروخانه,کهکيلويه و بوير احمد - ياسوج - چهارراه معاد - کلينيک زاگرس,True,True,استان کهگیلویه و بویراحمد,ياسوج,30.6680448207,51.5872810361,,,,https://iranassistance.com/medical-centers/112257,داروخانه
112258,105378,داروخانه شبانه روزی دکتر صیدالی-یاسوج,1064496,1000105,داروخانه,کهکيلويه وبوير احمد -ياسوج -بنسنجان- رو به روي مسجد امير المومنين -بين فرعي 8 و 9,True,True,استان کهگیلویه و بویراحمد,ياسوج,30.690558,51.573225,,,,https://iranassistance.com/medical-centers/112258,داروخانه
112259,102392,داروخانه دکترعلی نژاد-گچساران,1064497,1000105,داروخانه,کهکيلويه و بوير احمد-گچساران - خيابان بلاديان - چهاراه فرمانداري قديم,True,True,استان کهگیلویه و بویراحمد,گچساران,30.354559,50.791478,,,,https://iranassistance.com/medical-centers/112259,داروخانه
112260,105958,داروخانه دکتر حمید صیادی-یاسوج,1064498,1000105,داروخانه,کهکيلويه و بويراحمد -ياسوج- بلوار کشاورز - روبروي ياسوران - ابتداي کوي آزادگان-پلاک2,True,True,استان کهگیلویه و بویراحمد,ياسوج,30.6808186875,51.5687158139,,,,https://iranassistance.com/medical-centers/112260,داروخانه
112261,156997,داروخانه دکترسحر کمالی-یاسوج,1064499,1000105,داروخانه,کهگيلويه و بويراحمد-ياسوج-نجف آباد-بلوار شهيد هرمزپور-جنب درمانگاه دکتر عسگريان,True,True,استان کهگیلویه و بویراحمد,ياسوج,30.6301665039,51.5960380427,,,,https://iranassistance.com/medical-centers/112261,داروخانه
112266,105385,داروخانه دکتر مردانی-یاسوج,1064504,1000105,داروخانه,کهگيلويه و بويراحمد-ياسوج-خيابان شهيد مطهري-نبش کوچه پزشک,True,True,استان کهگیلویه و بویراحمد,ياسوج,30.7146927859,51.5537915962,,,,https://iranassistance.com/medical-centers/112266,داروخانه
112315,157101,داروخانه دکتر عادل-ابرکوه,1064580,1000105,داروخانه,يزد-ابرکوه-بلوارامام خميني-جنب مهد قرآن اميرالمومنين -کوچه28,True,True,استان يزد,ابرکوه,31.1320583194,53.2992444939,,,,https://iranassistance.com/medical-centers/112315,داروخانه
112318,148488,درمانگاه دندانپزشکی آبنوس-شیراز,1064587,1000109,دندان پزشکی,فارس - شيراز - بلوار پاسارگاد شرقي - حد فاصل ميدان پاسارگاد و چهارراه امام خميني,True,True,استان فارس,شيراز,29.5955198747,52.4956759818,,,,https://iranassistance.com/medical-centers/112318,دندان پزشکی
112323,161080,داروخانه دکتر فوزی فرید-مهران,1064609,1000105,داروخانه,ايلام-مهران-ميدان امام-بلوار امام-رو به روي بانک کشاورزي,True,True,استان ايلام,مهران,35.8097993659,51.3935401288,,,,https://iranassistance.com/medical-centers/112323,داروخانه
